;Banque;Catégorie;Date;Numéro d'opération;Libellé;Crédit;Détail
1646;CEAPC;;2024-09-25;2509202420240925-03.05.37.897089 -;VIR SEPA CPAM 93;11.28;0000001720324432671113240924    
1647;CEAPC;;2024-09-25;2509202420240925-03.05.33.431404 -;VIR SEPA C.P.A.M. D ANGOULEME;4.46;0000001720324432671622240924    
1648;CEAPC;;2024-09-25;2509202420240925-03.05.26.660179 -;VIR SEPA CPAM R.E.D.76;62.35;0000001720324432674451240924    
1649;CEAPC;;2024-09-25;2509202420240925-03.05.24.353272 -;VIR SEPA C.P.A.M. PAU;19.18;0000001720324432676831240924    
1650;CEAPC;;2024-09-25;2509202420240925-03.05.20.567845 -;VIR SEPA C.P.A.M. TOULOUSE;68.77;0000001720324432672752240924    
1651;CEAPC;;2024-09-25;2509202420240925-03.05.11.592946 -;VIR SEPA DDFIP DU VAR;162.87;0000001720324432632106240920    
1654;CEAPC;;2024-09-24;2409202420240924-18.16.32.347632 -;VIR SEPA KORELIO PRESTATIONS;21.4;FRAIS MEDICAUX LOT NUMERO:552    
1655;CEAPC;;2024-09-24;2409202420240924-13.14.25.962000 -;VIR SEPA MSA DES CHARENTES;12.48;2024092000000017203244 02171000    
1656;CEAPC;;2024-09-24;2409202420240924-10.42.52.287198 -;VIR SEPA C.P.A.M. ORLEANS;22.61;0000001720324432646031240923    
1657;CEAPC;;2024-09-24;2409202420240924-10.42.51.718159 -;VIR SEPA CPAM ROUBAIX-TOURCOING;1.35;0000001720324432647121240923    
1658;CEAPC;;2024-09-24;2409202420240924-10.42.51.399496 -;VIR SEPA CPAM CLERMONT-FERRAND;2.95;0000001720324432646091240923    
1659;CEAPC;;2024-09-24;2409202420240924-10.42.51.280593 -;VIR SEPA CPAM DU BAS-RHIN - STR;10.66;0000001720324432646610240923    
1660;CEAPC;;2024-09-24;2409202420240924-10.42.51.060321 -;VIR SEPA C.P.A.M. TOURS;3.17;0000001720324432642011240923    
1661;CEAPC;;2024-09-24;2409202420240924-10.42.50.007194 -;VIR SEPA CPAM COTE OPALE BFCM;1.18;0000001720324432643121240923    
1662;CEAPC;;2024-09-24;2409202420240924-10.42.47.847377 -;VIR SEPA C.P.A.M. CHATEAUROUX;4.58;0000001720324432643041240923    
1663;CEAPC;;2024-09-24;2409202420240924-09.32.40.455741 -;VIR SEPA CETIP CETIP;118.85;TP-20240924-SPSANT -172032443-0000476776-6396-   
1664;CEAPC;;2024-09-24;2409202420240924-09.32.37.306916 -;VIR SEPA MUTUELLE GENERALE EDUC;0.78;TP-20240919-094OWNP68192037 -172 032443-0091007941-6396-   
1665;CEAPC;;2024-09-24;2409202420240924-09.32.34.145745 -;VIR SEPA MUTUELLE GENERALE EDUC;4.33;OW044P468124044OWRQ68178670JH99 OW19/09/24-9945/9946   
1666;CEAPC;;2024-09-24;2409202420240924-09.32.33.385119 -;VIR SEPA MUTUELLE GENERALE EDUC;415.25;TP-20240919-017OWNP68126352 -172 032443-0091007171-6396-   
1667;CEAPC;;2024-09-24;2409202420240924-09.32.32.958322 -;VIR SEPA MUTUELLE GENERALE EDUC;65.61;TP-20240919-044OWNP68179623 -172 032443-0091007441-6396-   
1668;CEAPC;;2024-09-24;2409202420240924-09.32.30.929808 -;VIR SEPA MUTUELLE GENERALE EDUC;46.61;TP-20240919-064OWNP68118051 -172 032443-0091007642-6396-   
1669;CEAPC;;2024-09-24;2409202420240924-09.32.30.053230 -;VIR SEPA MUTUELLE GENERALE EDUC;11.07;OW017P468124017OWRQ68125756GT97 OW19/09/24-9780/9781   
1674;CEAPC;;2024-09-24;2409202420240924-08.36.36.635651 -;CB PHARMAMERIQUES    230924;731.74;CB PHARMAMERIQUES    230924 CONTRAT 8413786     REM 146108   
1675;CEAPC;;2024-09-24;2409202420240924-08.36.36.621496 -;CB PHARMAMERIQUES    230924;1026.89;CB PHARMAMERIQUES    230924 CONTRAT 8413786     REM 141588   
1676;CEAPC;;2024-09-24;2409202420240924-08.36.36.607003 -;CB PHARMAMERIQUES    230924;41.0;CB PHARMAMERIQUES    230924 CONTRAT 8413785     REM 147378   
1677;CEAPC;;2024-09-24;2409202420240924-08.36.36.593629 -;CB PHARMAMERIQUES    230924;81.37;CB PHARMAMERIQUES    230924 CONTRAT 8413785     REM 142990   
1678;CEAPC;;2024-09-24;2409202420240924-05.50.00.102469 -;VIR SEPA ACTIL SAS;5.81;ACT:3893277/172032443-190924    
1680;CEAPC;;2024-09-24;2409202420240924-03.06.25.527324 -;VIR SEPA LES MUTUELLES LIGERIEN;3.08;VIR LES LIGERIENNES   TIERS 1720 32443   
1681;CEAPC;;2024-09-24;2409202420240924-03.06.14.094160 -;VIR SEPA CRPCEN M;21.83;0000001720324432642111240923    
1682;CEAPC;;2024-09-24;2409202420240924-03.06.08.278126 -;VIR SEPA C.P.A.M. MONT DE MARSA;3.43;0000001720324432643521240923    
1683;CEAPC;;2024-09-24;2409202420240924-03.06.03.387810 -;VIR SEPA CPAM LA ROCHE S/YON VV;15.28;0000001720324432647140240923    
1684;CEAPC;;2024-09-24;2409202420240924-03.05.57.380088 -;VIR SEPA C.P.A.M. DE POITIERS;2.95;0000001720324432647681240923    
1685;CEAPC;;2024-09-24;2409202420240924-03.05.55.426600 -;VIR SEPA C.P.A.M. D ANGOULEME;3.43;0000001720324432641622240923    
1686;CEAPC;;2024-09-24;2409202420240924-03.05.54.056760 -;VIR SEPA C.P.A.M. DE NIORT;30.37;0000001720324432641599240923    
1687;CEAPC;;2024-09-24;2409202420240924-03.05.50.543057 -;VIR SEPA Mutuelle Complementair;2.83;M.C.A. vos lots 841    
1688;CEAPC;;2024-09-24;2409202420240924-03.05.50.082990 -;VIR SEPA ALMERYS;144.21;TP-20240923-ALMERYS TP -172032443-0098532001-6396-   
1689;CEAPC;;2024-09-24;2409202420240924-03.05.45.345304 -;VIR SEPA C.P.A.M. DE LA ROCHELL;3129.98;0000001720324432648122240923    
1690;CEAPC;;2024-09-24;2409202420240924-03.05.36.148685 -;VIR SEPA C.P.A.M. BORDEAUX;12.64;0000001720324432640702240923    
1691;CEAPC;;2024-09-24;2409202420240924-03.05.26.353368 -;VIR SEPA CAISSE PREVOYANCE ET R;8.54;CP MANDAT 20240918          1720 3244   
1692;CEAPC;;2024-09-24;2409202420240924-03.05.26.092874 -;VIR SEPA C.P.A.M.LAVAL;0.85;0000001720324432645300240923    
1693;CEAPC;;2024-09-24;2409202420240924-03.05.12.882292 -;VIR SEPA MUTUELLE 403;17.33;PREST M403  TIERS 172032443    
1694;CEAPC;;2024-09-24;2409202420240924-03.05.11.219095 -;VIR SEPA ALMERYS;52.98;TP-20240921-ALMERYS TP -172032443-0098532001-6396-   
1695;CEAPC;;2024-09-23;2309202420240923-18.19.50.696474 -;VIR SEPA KORELIO PRESTATIONS;7.66;FRAIS MEDICAUX LOT NUMERO:133    
1696;CEAPC;;2024-09-23;2309202420240923-18.19.50.684019 -;VIR SEPA KORELIO PRESTATIONS;16.88;FRAIS MEDICAUX LOT NUMERO:370    
1697;CEAPC;;2024-09-23;2309202420240923-18.19.49.756262 -;VIR SEPA KORELIO PRESTATIONS;69.13;FRAIS MEDICAUX LOT NUMERO:872    
1698;CEAPC;;2024-09-23;2309202420240923-16.19.37.189505 -;VIR SEPA MSA DES CHARENTES;3.21;2024091900000017203244 02171000    
1699;CEAPC;;2024-09-23;2309202420240923-13.14.24.379578 -;VIR SEPA VIAMEDIS;303.21;TP-20240917-VIREMENT 5749244 -172032443-0075990010-6396-   
1700;CEAPC;;2024-09-23;2309202420240923-13.14.19.758208 -;VIR SEPA MSA DES CHARENTES OPER;6.17;TP-20240919-MSA DES CHARENTES OP -172032443-0000120936-6396-00027 9406             REMB. LEROY -NELLY    - 
1701;CEAPC;;2024-09-23;2309202420240923-13.13.55.153965 -;VIR SEPA HM;7.91;HM    
1702;CEAPC;;2024-09-23;2309202420240923-10.43.53.494029 -;VIR SEPA INTERIALE - GESTION RO;1.26;0000001720324432636121240920    
1703;CEAPC;;2024-09-23;2309202420240923-09.29.15.483693 -;VIR SEPA MUTUELLE GENERALE EDUC;29.26;TP-20240918-064OWNP68006500 -172 032443-0091007642-6396-   
1704;CEAPC;;2024-09-23;2309202420240923-09.29.13.594288 -;VIR SEPA MUTUELLE GENERALE EDUC;49.84;TP-20240918-017OWNP68024159 -172 032443-0091007171-6396-   
1705;CEAPC;;2024-09-23;2309202420240923-09.29.12.731223 -;VIR SEPA MUTUELLE GENERALE EDUC;12.7;OW083P468024083OWRQ68047845KZ03 OW18/09/24-0362/0362   
1706;CEAPC;;2024-09-23;2309202420240923-09.29.03.443310 -;VIR SEPA PHARMACIE DES AMERIQUE;121.0;    
1707;CEAPC;;2024-09-23;2309202420240923-09.28.59.423520 -;VIR SEPA CETIP CETIP;158.93;TP-20240923-SPSANT -172032443-0000476776-6396-   
1708;CEAPC;;2024-09-23;2309202420240923-09.28.56.892026 -;VIR SEPA CETIP CETIP;77.46;TP-20240923-ISANTE -172032443-0000476776-6396-   
1713;CEAPC;;2024-09-23;2309202420240923-08.38.46.934990 -;CB PHARMAMERIQUES    210924;50.7;CB PHARMAMERIQUES    210924 CONTRAT 8413786     REM 112053   
1714;CEAPC;;2024-09-23;2309202420240923-08.38.46.923521 -;CB PHARMAMERIQUES    210924;269.38;CB PHARMAMERIQUES    210924 CONTRAT 8413786     REM 107488   
1715;CEAPC;;2024-09-23;2309202420240923-08.38.46.912816 -;CB PHARMAMERIQUES    210924;56.4;CB PHARMAMERIQUES    210924 CONTRAT 8413785     REM 111691   
1716;CEAPC;;2024-09-23;2309202420240923-08.38.46.900532 -;CB PHARMAMERIQUES    210924;11.0;CB PHARMAMERIQUES    210924 CONTRAT 8413785     REM 106792   
1718;CEAPC;;2024-09-23;2309202420240923-01.49.11.134150 -;VIR SEPA C.P.A.M. BORDEAUX;3.43;0000001720324432630702240920    
1719;CEAPC;;2024-09-23;2309202420240923-01.49.10.849896 -;VIR SEPA C.P.A.M. PERIGUEUX;6.83;0000001720324432632621240920    
1720;CEAPC;;2024-09-23;2309202420240923-01.49.08.822468 -;VIR SEPA CPAM LOIRE-ATL;5.69;0000001720324432631099240920    
1721;CEAPC;;2024-09-23;2309202420240923-01.49.02.185695 -;VIR SEPA C.P.A.M. DE BAYONNE;16.5;0000001720324432635811240920    
1722;CEAPC;;2024-09-23;2309202420240923-01.48.49.949456 -;VIR SEPA CPAM DES YVELINES;50.45;0000001720324432637132240920    
1723;CEAPC;;2024-09-23;2309202420240923-01.48.49.463043 -;VIR SEPA CPAM ESSONNE;5.27;0000001720324432631821240920    
1724;CEAPC;;2024-09-23;2309202420240923-01.48.47.115200 -;VIR SEPA CPAM 75 PRESTATIONS;68.97;0000001720324432632201240920    
1725;CEAPC;;2024-09-23;2309202420240923-01.48.33.730011 -;VIR SEPA HARMONIE MUTUELLE;43.3;TP-20240920-HARMONIE MUTUELLE -172032443-609143-4287-   
1726;CEAPC;;2024-09-23;2309202420240923-01.48.12.930333 -;VIR SEPA ALMERYS;149.94;TP-20240920-ALMERYS TP -172032443-0098532001-6396-   
1727;CEAPC;;2024-09-23;2309202420240923-01.48.10.239736 -;VIR SEPA C.P.A.M. DE NIORT;83.95;0000001720324432631599240920    
1728;CEAPC;;2024-09-23;2309202420240923-01.48.08.494826 -;VIR SEPA CARTE BLANCHE TP;10.15;TP-20240920-CARTE BLANCHE -172032443-0098532203-6396-   
1729;CEAPC;;2024-09-23;2309202420240923-01.48.08.133450 -;VIR SEPA CPAM LA ROCHE S/YON VV;5.76;0000001720324432637140240920    
1730;CEAPC;;2024-09-23;2309202420240923-01.48.01.573578 -;VIR SEPA C.P.A.M. DE LA ROCHELL;1557.54;0000001720324432638122240920    
1731;CEAPC;;2024-09-23;2309202420240923-01.47.52.777523 -;VIR SEPA CPAM MAINE-ET-LOIRE;18.6;0000001720324432633720240920    
1732;CEAPC;;2024-09-23;2309202420240923-01.47.47.056180 -;VIR SEPA C.P.A.M. DE POITIERS;3.41;0000001720324432637681240920    
1733;CEAPC;;2024-09-23;2309202420240923-01.47.43.327585 -;VIR SEPA MUTUELLE 403;12.82;PREST M403  TIERS 172032443    
1738;CEAPC;;2024-09-21;2109202420240921-08.39.39.635584 -;CB PHARMAMERIQUES    200924;226.08;CB PHARMAMERIQUES    200924 CONTRAT 8413786     REM 106153   
1739;CEAPC;;2024-09-21;2109202420240921-08.39.39.626279 -;CB PHARMAMERIQUES    200924;718.03;CB PHARMAMERIQUES    200924 CONTRAT 8413786     REM 101141   
1740;CEAPC;;2024-09-21;2109202420240921-08.39.39.616409 -;CB PHARMAMERIQUES    200924;63.45;CB PHARMAMERIQUES    200924 CONTRAT 8413785     REM 108441   
1741;CEAPC;;2024-09-21;2109202420240921-08.39.39.604168 -;CB PHARMAMERIQUES    200924;9.65;CB PHARMAMERIQUES    200924 CONTRAT 8413785     REM 100615   
1742;CEAPC;;2024-09-20;2009202420240920-16.16.58.833126 -;VIR SEPA MSA DES CHARENTES;4.48;2024091800000017203244 02171000    
1743;CEAPC;;2024-09-20;2009202420240920-16.16.58.524130 -;VIR SEPA VIAMEDIS;24.78;TP-20240916-VIREMENT 5708401 -172032443-0075990010-6396-   
1744;CEAPC;;2024-09-20;2009202420240920-10.40.08.587091 -;VIR SEPA CPAM DE LA HAUTE LOIRE;102.62;0000001720324432627581240919    
1745;CEAPC;;2024-09-20;2009202420240920-10.40.08.222446 -;VIR SEPA C.P.A.M. ST BRIEUC;3.43;0000001720324432624311240919    
1746;CEAPC;;2024-09-20;2009202420240920-10.40.08.163456 -;VIR SEPA C.P.A.M. TROYES;2.59;0000001720324432627030240919    
1747;CEAPC;;2024-09-20;2009202420240920-10.40.07.765793 -;VIR SEPA C.P.A.M. RENNES;4.64;0000001720324432627401240919    
1748;CEAPC;;2024-09-20;2009202420240920-10.40.07.666992 -;VIR SEPA C.P.A.M. CHAMBERY;4.72;0000001720324432622971240919    
1749;CEAPC;;2024-09-20;2009202420240920-10.40.06.629234 -;VIR SEPA CPAM ROUBAIX-TOURCOING;30.27;0000001720324432627121240919    
1750;CEAPC;;2024-09-20;2009202420240920-10.40.06.532140 -;VIR SEPA C.P.A.M. VANNES;3.17;0000001720324432622411240919    
1751;CEAPC;;2024-09-20;2009202420240920-10.40.03.165951 -;VIR SEPA C.P.A.M. CHATEAUROUX;1.11;0000001720324432623041240919    
1752;CEAPC;;2024-09-20;2009202420240920-10.40.02.293103 -;VIR SEPA CPAM AURILLAC;11.22;0000001720324432621520240919    
1753;CEAPC;;2024-09-20;2009202420240920-10.40.01.256676 -;VIR SEPA C.P.A.M LONS;6.01;0000001720324432623150240919    
1754;CEAPC;;2024-09-20;2009202420240920-09.34.10.251261 -;VIR SEPA HENNER GMC;332.45;428387771/428355670 REMBOURSEMEN T DES FRAIS MEDICAUX   
1755;CEAPC;;2024-09-20;2009202420240920-09.34.07.258162 -;VIR SEPA MUTUELLE GENERALE EDUC;74.32;TP-20240917-017OWNP67925827 -172 032443-0091007171-6396-   
1756;CEAPC;;2024-09-20;2009202420240920-09.34.06.372684 -;VIR SEPA MUTUELLE GENERALE EDUC;12.77;OW017P467924017OWRQ67925158GT87 OW17/09/24-8711/8716   
1757;CEAPC;;2024-09-20;2009202420240920-09.33.59.181962 -;VIR SEPA CETIP CETIP;35.75;TP-20240920-SPSANT -172032443-0000476776-6396-   
1762;CEAPC;;2024-09-20;2009202420240920-08.42.29.440528 -;CB PHARMAMERIQUES    190924;287.87;CB PHARMAMERIQUES    190924 CONTRAT 8413786     REM 198581   
1763;CEAPC;;2024-09-20;2009202420240920-08.42.29.428716 -;CB PHARMAMERIQUES    190924;437.92;CB PHARMAMERIQUES    190924 CONTRAT 8413786     REM 193851   
1764;CEAPC;;2024-09-20;2009202420240920-08.42.29.414395 -;CB PHARMAMERIQUES    190924;59.31;CB PHARMAMERIQUES    190924 CONTRAT 8413785     REM 100839   
1765;CEAPC;;2024-09-20;2009202420240920-08.42.29.399927 -;CB PHARMAMERIQUES    190924;109.54;CB PHARMAMERIQUES    190924 CONTRAT 8413785     REM 193396   
1766;CEAPC;;2024-09-20;2009202420240920-03.03.30.923675 -;VIR SEPA CPAM 77;2.86;0000001720324432620011240919    
1767;CEAPC;;2024-09-20;2009202420240920-03.03.29.908205 -;VIR SEPA CPAM DES YVELINES;96.32;0000001720324432627132240919    
1768;CEAPC;;2024-09-20;2009202420240920-03.03.29.222912 -;VIR SEPA CPAM DU VAL D OISE;30.77;0000001720324432628500240919    
1769;CEAPC;;2024-09-20;2009202420240920-03.03.09.930713 -;VIR SEPA HARMONIE MUTUELLE;38.11;TP-20240918-HARMONIE MUTUELLE -172032443-609143-4287-   
1770;CEAPC;;2024-09-20;2009202420240920-03.02.57.882063 -;VIR SEPA C.P.A.M. TARBES;11.17;0000001720324432625601240919    
1771;CEAPC;;2024-09-20;2009202420240920-03.02.47.541488 -;VIR SEPA C.P.A.M. D ANGOULEME;16.55;0000001720324432621622240919    
1772;CEAPC;;2024-09-20;2009202420240920-03.02.47.001101 -;VIR SEPA ALMERYS;68.18;TP-20240919-ALMERYS TP -172032443-0098532001-6396-   
1773;CEAPC;;2024-09-20;2009202420240920-03.02.44.886661 -;VIR SEPA CPAM EURE         CDC;6.37;0000001720324432620700240919    
1774;CEAPC;;2024-09-20;2009202420240920-03.02.37.095564 -;VIR SEPA CPAM 93;54.67;0000001720324432621113240919    
1775;CEAPC;;2024-09-20;2009202420240920-03.02.33.239877 -;VIR SEPA C.P.A.M. DE LA ROCHELL;1324.91;0000001720324432628122240919    
1776;CEAPC;;2024-09-20;2009202420240920-03.02.29.040630 -;VIR SEPA CPAM LOIRE-ATL;8.2;0000001720324432621099240919    
1777;CEAPC;;2024-09-20;2009202420240920-03.02.22.930601 -;VIR SEPA C.P.A.M. BORDEAUX;25.95;0000001720324432620702240919    
1778;CEAPC;;2024-09-20;2009202420240920-03.02.16.646031 -;VIR SEPA C.P.A.M. NIMES;47.68;0000001720324432621111240919    
1779;CEAPC;;2024-09-20;2009202420240920-03.02.16.313245 -;VIR SEPA CPAM R.E.D.76;85.76;0000001720324432624451240919    
1780;CEAPC;;2024-09-20;2009202420240920-03.02.13.260084 -;VIR SEPA CARTE BLANCHE TP;24.85;TP-20240919-CARTE BLANCHE -172032443-0098532203-6396-   
1781;CEAPC;;2024-09-20;2009202420240920-03.02.08.002930 -;VIR SEPA CPAM LA ROCHE S/YON VV;14.01;0000001720324432627140240919    
1782;CEAPC;;2024-09-20;2009202420240920-03.02.06.371268 -;VIR SEPA C.P.A.M. MONT DE MARSA;81.54;0000001720324432623521240919    
1783;CEAPC;;2024-09-20;2009202420240920-03.02.05.911950 -;VIR SEPA CPAM MAINE-ET-LOIRE;30.44;0000001720324432623720240919    
1784;CEAPC;;2024-09-20;2009202420240920-03.02.01.494282 -;VIR SEPA C.P.A.M. PAU;7.58;0000001720324432626831240919    
1786;CEAPC;;2024-09-19;1909202420240919-16.18.50.350887 -;VIR SEPA VIAMEDIS;68.4;TP-20240913-VIREMENT 5672477 -172032443-0075990010-6396-   
1787;CEAPC;;2024-09-19;1909202420240919-16.18.48.059660 -;VIR SEPA MUTUELLE GENERALE EDUC;3.43;TP-20240916-060OWNP67886220 -172 032443-0091007601-6396-   
1788;CEAPC;;2024-09-19;1909202420240919-13.11.29.171139 -;VIR SEPA C.P.A.M. TARBES;5.93;0000001720324432615601240918    
1789;CEAPC;;2024-09-19;1909202420240919-13.11.16.138408 -;VIR SEPA MSA DES CHARENTES;73.35;2024091700000017203244 02171000    
1790;CEAPC;;2024-09-19;1909202420240919-10.43.34.339584 -;VIR SEPA C.P.A.M. DE L ISERE;8.05;0000001720324432611751240918    
1791;CEAPC;;2024-09-19;1909202420240919-10.43.33.990318 -;VIR SEPA C.P.A.M. ORLEANS;3.43;0000001720324432616031240918    
1792;CEAPC;;2024-09-19;1909202420240919-10.43.33.048247 -;VIR SEPA CPAM DE MOSELLE - METZ;104.54;0000001720324432612681240918    
1793;CEAPC;;2024-09-19;1909202420240919-10.43.28.677440 -;VIR SEPA C.P.A.M. ORLEANS;10.78;0000001720324432606031240917    
1794;CEAPC;;2024-09-19;1909202420240919-09.37.11.574372 -;VIR SEPA CETIP CETIP;45.23;TP-20240919-ISANTE -172032443-0000476776-6396-   
1795;CEAPC;;2024-09-19;1909202420240919-09.37.11.551003 -;VIR SEPA CETIP CETIP;212.67;TP-20240919-SPSANT -172032443-0000476776-6396-   
1796;CEAPC;;2024-09-19;1909202420240919-09.36.58.487425 -;VIR SEPA HENNER GMC;9.1;428205092 REMBOURSEMENT DES FRAI S MEDICAUX   
1797;CEAPC;;2024-09-19;1909202420240919-09.36.55.294156 -;VIR SEPA MUTUELLE GENERALE EDUC;16.89;TP-20240916-079OWNP67828128 -172 032443-0091007791-6396-   
1798;CEAPC;;2024-09-19;1909202420240919-09.36.52.475651 -;VIR SEPA MUTUELLE GENERALE EDUC;3.28;OW017P467824017OWRQ67821205GT78 OW16/09/24-7811/7811   
1799;CEAPC;;2024-09-19;1909202420240919-09.36.52.417037 -;VIR SEPA MUTUELLE GENERALE EDUC;23.14;TP-20240916-017OWNP67821824 -172 032443-0091007171-6396-   
1800;CEAPC;;2024-09-19;1909202420240919-09.36.51.435227 -;VIR SEPA MUTUELLE GENERALE EDUC;39.7;TP-20240916-086OWNP67837949 -172 032443-0091007861-6396-   
1805;CEAPC;;2024-09-19;1909202420240919-08.41.12.144784 -;CB PHARMAMERIQUES    180924;638.43;CB PHARMAMERIQUES    180924 CONTRAT 8413786     REM 193912   
1806;CEAPC;;2024-09-19;1909202420240919-08.41.12.133710 -;CB PHARMAMERIQUES    180924;630.55;CB PHARMAMERIQUES    180924 CONTRAT 8413786     REM 190704   
1807;CEAPC;;2024-09-19;1909202420240919-08.41.12.122929 -;CB PHARMAMERIQUES    180924;190.88;CB PHARMAMERIQUES    180924 CONTRAT 8413785     REM 180356   
1808;CEAPC;;2024-09-19;1909202420240919-08.41.12.111133 -;CB PHARMAMERIQUES    180924;157.8;CB PHARMAMERIQUES    180924 CONTRAT 8413785     REM 190059   
1809;CEAPC;;2024-09-19;1909202420240919-05.43.11.378932 -;VIR SEPA ACTIL SAS;32.72;ACT:3843283/172032443-160924    
1810;CEAPC;;2024-09-19;1909202420240919-03.03.04.632585 -;VIR SEPA CPAM MAINE-ET-LOIRE;101.34;0000001720324432603720240917    
1811;CEAPC;;2024-09-19;1909202420240919-03.03.04.618736 -;VIR SEPA CPAM 94;43.53;0000001720324432611131240918    
1812;CEAPC;;2024-09-19;1909202420240919-03.02.59.440173 -;VIR SEPA CPAM 75 PRESTATIONS;43.9;0000001720324432612201240918    
1813;CEAPC;;2024-09-19;1909202420240919-03.02.58.575269 -;VIR SEPA ALMERYS;104.03;TP-20240918-ALMERYS TP -172032443-0098532001-6396-   
1814;CEAPC;;2024-09-19;1909202420240919-03.02.57.162415 -;VIR SEPA HARMONIE MUTUELLE;2.39;TP-20240917-HARMONIE MUTUELLE -172032443-609143-4287-   
1815;CEAPC;;2024-09-19;1909202420240919-03.02.55.127408 -;VIR SEPA HARMONIE MUTUELLE;24.15;TP-20240917-HARMONIE MUTUELLE -172032443-609143-4287-   
1816;CEAPC;;2024-09-19;1909202420240919-03.02.36.675324 -;VIR SEPA C.P.A.M. BORDEAUX;37.84;0000001720324432600702240917    
1817;CEAPC;;2024-09-19;1909202420240919-03.02.19.130497 -;VIR SEPA DDFIP DU VAR;3.21;0000001720324432572106240916    
1818;CEAPC;;2024-09-19;1909202420240919-03.02.18.694618 -;VIR SEPA C.P.A.M. DE LA ROCHELL;1228.61;0000001720324432618122240918    
1819;CEAPC;;2024-09-19;1909202420240919-03.02.08.213525 -;VIR SEPA CPAM LOIRE-ATL;14.25;0000001720324432611099240918    
1821;CEAPC;;2024-09-18;1809202420240918-16.15.38.314530 -;VIR SEPA MSA DES CHARENTES OPER;5.5;TP-20240916-MSA DES CHARENTES OP -172032443-0000120936-6396-00027 8941             REMB. MESSADI -FATMA    - 
1822;CEAPC;;2024-09-18;1809202420240918-16.15.37.038601 -;VIR SEPA MUTUELLE GENERALE EDUC;18.38;TP-20240913-079OWNP67789565 -172 032443-0091007791-6396-   
1823;CEAPC;;2024-09-18;1809202420240918-16.15.36.748575 -;VIR SEPA MUTUELLE GENERALE EDUC;39.74;TP-20240913-017OWNP67732270 -172 032443-0091007171-6396-   
1824;CEAPC;;2024-09-18;1809202420240918-16.15.32.837497 -;VIR SEPA MUTUELLE GENERALE EDUC;1.67;OW013P467724013OWRQ67721635UF71 OW13/09/24-7183/7183   
1825;CEAPC;;2024-09-18;1809202420240918-16.15.31.373560 -;VIR SEPA MUTUELLE GENERALE EDUC;33.61;OW017P467724017OWRQ67731418GT73 OW13/09/24-7317/7338   
1826;CEAPC;;2024-09-18;1809202420240918-16.15.31.100181 -;VIR SEPA MUTUELLE GENERALE EDUC;14.46;OW079P467724079OWRQ67789202DI86 OW13/09/24-8691/8693   
1827;CEAPC;;2024-09-18;1809202420240918-16.15.30.173409 -;VIR SEPA MUTUELLE GENERALE EDUC;3.09;TP-20240913-013OWNP67724823 -172 032443-0091007131-6396-   
1828;CEAPC;;2024-09-18;1809202420240918-16.15.26.717851 -;VIR SEPA MSA DES CHARENTES;8.31;2024091500000017203244 02171000    
1829;CEAPC;;2024-09-18;1809202420240918-16.15.25.895292 -;VIR SEPA VIAMEDIS;110.42;TP-20240912-VIREMENT 5635147 -172032443-0075990010-6396-   
1830;CEAPC;;2024-09-18;1809202420240918-13.08.13.698392 -;VIR SEPA PAV PREVOYANCE PRESTAT;1.01;PRESTATIONS PAVILLON-PREV.    
1831;CEAPC;;2024-09-18;1809202420240918-13.08.07.108576 -;VIR SEPA HM SAFRAN;4.16;HM SAFRAN    
1832;CEAPC;;2024-09-18;1809202420240918-10.41.08.670672 -;VIR SEPA CPAM COTE OPALE BFCM;2.69;0000001720324432603121240917    
1833;CEAPC;;2024-09-18;1809202420240918-10.41.08.384688 -;VIR SEPA CPAM DE LA HAUTE LOIRE;22.66;0000001720324432607581240917    
1834;CEAPC;;2024-09-18;1809202420240918-10.41.07.534881 -;VIR SEPA C.P.A.M. TOURS;3.43;0000001720324432602011240917    
